Manufacturer,Category,Screen Size,Screen,CPU,RAM,Storage,GPU,Operating System,Weight,Price,Sales
Lenovo,Notebook,15.6,1920x1080,Intel Core i5,4,1TB HDD +  1TB HDD,Intel HD,Windows,2.1,62145,39263
Lenovo,2 in 1 Convertible,14,2560x1440,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.42,233000,41278
Lenovo,Notebook,14,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows,2.02,99000,28576
Lenovo,Notebook,15.6,1920x1080,Intel Core i5,4,500GB HDD,Intel HD,Windows,2.05,68500,41180
Lenovo,Notebook,14,1920x1080,Intel Core i5,8,256GB SSD,Intel UHD,Windows,1.75,104900,28903
MSI,Gaming,15.6,1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.2,108900,38999
MSI,Gaming,15.6,1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows,2.4,119900,29081
Lenovo,2 in 1 Convertible,14,1920x1080,Intel Core i5,8,256GB SSD,Intel UHD,Windows,1.74,89900,40687
Lenovo,Ultrabook,12.5,1366x768,Intel Core i5,8,1GB SSD,Intel HD,Windows,1.3,109900,31053
Lenovo,Notebook,14,1920x1080,Intel Core i5,4,500GB HDD,Intel HD,Windows,1.87,78500,30964
Lenovo,2 in 1 Convertible,13.9,1920x1080,Intel Core i5,8,256GB SSD,Intel UHD,Windows,1.4,159900,37209
Lenovo,Notebook,14,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.7,118600,37590
Lenovo,Notebook,14,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.65,134500,28321
Lenovo,Notebook,13.3,1920x1080,Intel Core i5,4,128GB SSD,Intel HD,Windows,1.44,88100,35020
Lenovo,Notebook,14,1366x768,Intel Core i5,4,508GB Hybrid,Intel HD,Windows,1.7,100200,31233
Lenovo,Notebook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.44,94900,40288
Lenovo,Notebook,17.3,1600x900,Intel Core i5,8,1TB HDD,Nvidia GeForce,No OS,2.8,58900,28040
Lenovo,Ultrabook,14,1920x1080,Intel Core i5,8,256GB Flash Storage,Intel HD,Windows,1.13,187500,37929
Lenovo,Notebook,15.6,1920x1080,Intel Core i5,6,256GB SSD,Nvidia GeForce,Windows,2.4,69500,34802
Lenovo,Notebook,15.6,1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.6,78900,39067
Lenovo,Notebook,15.6,1920x1080,Intel Core i5,8,512GB SSD,Intel HD,Windows,1.95,196299,36300
Lenovo,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD +  1TB HDD,AMD Radeon,Windows,2.1,114450,40287
Lenovo,Ultrabook,12.5,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.36,176000,41077
Lenovo,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,No OS,2.2,54900,26810
Lenovo,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,2.3,91100,41311
Lenovo,Notebook,15.6,1366x768,Intel Core i5,8,256GB SSD,Intel HD,Windows,2.2,59700,34462
Lenovo,Notebook,14,1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows,1.9,93800,37325
Lenovo,Notebook,15.6,1920x1080,Intel Core i5,4,500GB HDD,Intel HD,Windows,2.2,53500,40326
HP,Notebook,15.6,1366x768,Intel Core i7,8,1TB HDD,Intel UHD,Windows,2.1,90200,19444
Google,Ultrabook,12.3,2400x1600,Intel Core i7,16,512GB SSD,Intel HD,Chrome OS,1.1,219900,36658
Dell,Notebook,15.6,1920x1080,Intel Core i7,8,128GB SSD +  2TB HDD,AMD Radeon,Windows,2.2,98500,39174
HP,Notebook,13.3,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.49,109000,32379
Dell,Gaming,15.6,3840x2160,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.62,149800,23516
Dell,Notebook,15.6,1920x1080,Intel Core i7,16,1TB HDD,AMD Radeon,Windows,2.3,85901,34366
Dell,Workstation,15.6,1920x1080,Intel Core i7,16,256GB SSD,Nvidia Quadro,Windows,2.17,197500,29506
Dell,2 in 1 Convertible,15.6,1920x1080,Intel Core i7,8,1TB HDD,Intel UHD,Windows,2.08,81900,32503
HP,Ultrabook,13.3,1920x1080,Intel Core i7,8,512GB SSD,Intel HD,Windows,1.16,196900,24886
HP,Ultrabook,14,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.43,150000,35183
HP,Ultrabook,13.3,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows,1.38,111900,24886
Xiaomi,Notebook,15.6,1920x1080,Intel Core i7,16,256GB SSD,Nvidia GeForce,No OS,1.95,139995,33643
Dell,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,AMD Radeon,Linux,2.33,77887,25114
Dell,Ultrabook,13.3,1920x1080,Intel Core i7,8,256GB SSD,Intel UHD,Windows,1.2,157900,34474
Dell,Notebook,15.6,3840x2160,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows,2.06,202742,22669
Dell,Notebook,15.6,3840x2160,Intel Core i7,32,1TB SSD,Nvidia GeForce,Windows,2.06,263900,34243
Dell,Ultrabook,15.6,1920x1080,Intel Core i7,16,512GB SSD +  256GB SSD,Intel UHD,Windows,1.88,160796,30410
Dell,Ultrabook,14,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Linux,1.6,109900,24864
Dell,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,4.42,245634,35040
Dell,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD +  2TB HDD,AMD Radeon,Windows,2.02,114240,34565
Dell,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.62,115900,31957
Dell,Gaming,17.3,2560x1440,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,4.42,279900,35282
Dell,Notebook,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,AMD Radeon,Windows,2.36,97900,28592
Dell,Gaming,15.6,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.65,134900,25136
Dell,Workstation,17.3,1920x1080,Intel Core i7,16,256GB SSD,Nvidia Quadro,Windows,3.42,288486,24348
HP,Ultrabook,14,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.36,175000,30686
Dell,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows,2,182900,22230
Dell,Workstation,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows,1.78,240800,29713
Dell,Workstation,15.6,3840x2160,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows,1.78,271200,34063
HP,Ultrabook,14,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.43,144900,29704
Dell,Notebook,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Intel UHD,Windows,2.02,85500,28198
Dell,Gaming,17.3,1920x1080,Intel Core i7,32,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,4.42,314900,22016
Dell,2 in 1 Convertible,15.6,1920x1080,Intel Core i7,16,512GB SSD,Intel HD,Windows,2.09,117900,33461
Dell,Notebook,17.3,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows,4.42,204600,25416
Lenovo,Notebook,17.3,3840x2160,Intel Core i7,16,512GB SSD,Nvidia Quadro,Windows,2.4,296800,33240
HP,Workstation,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows,2.59,222900,25579
Dell,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Linux,1.98,89501,32048
Dell,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,AMD Radeon,Windows,2.33,89900,34070
Dell,Ultrabook,13.3,1920x1080,Intel Core i7,8,256GB SSD,AMD Radeon,Windows,1.4,95500,27667
Dell,Ultrabook,13.3,3840x2160,Intel Core i7,16,1TB SSD,Intel UHD,Windows,1.21,249900,22313
Dell,Ultrabook,14,1920x1080,Intel Core i7,8,512GB SSD,Intel HD,Windows,1.36,168000,26196
HP,Gaming,17.3,1920x1080,Intel Core i7,12,1TB HDD,AMD Radeon,Windows,3.74,174900,24463
HP,Workstation,17.3,1920x1080,Intel Core i7,8,1TB HDD,AMD FirePro,Windows,3,289900,22267
Dell,Workstation,15.6,1920x1080,Intel Core i7,16,512GB SSD,Nvidia Quadro,Windows,2.17,233800,23877
Dell,Notebook,15.6,1920x1080,Intel Core i7,8,512GB SSD,Nvidia GeForce,Windows,2.16,126200,34019
HP,Notebook,14,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.48,129200,24491
HP,2 in 1 Convertible,13.3,3840x2160,Intel Core i7,16,1TB SSD,Intel UHD,Windows,1.29,244900,32830
Dell,Notebook,15.6,1366x768,Intel Core i7,12,1TB HDD,Intel HD,Windows,2.3,71307,26673
Dell,Notebook,17.3,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,AMD Radeon,Linux,2.8,109900,23036
HP,Workstation,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows,3.14,206490,34232
Dell,Ultrabook,13.3,1920x1080,Intel Core i7,8,256GB SSD,Intel UHD,Windows,1.21,164900,31163
Dell,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,AMD Radeon,Linux,2.14,73507,35185
HP,Workstation,15.6,1920x1080,Intel Core i7,8,256GB SSD,AMD FirePro,Windows,1.9,149500,34715
Dell,Workstation,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows,2,213500,23418
HP,Gaming,15.6,1920x1080,Intel Core i7,12,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.62,124900,28087
HP,Ultrabook,13.3,3840x2160,Intel Core i7,16,512GB SSD,Intel HD,Windows,1.3,204900,31743
Dell,2 in 1 Convertible,15.6,1920x1080,Intel Core i7,8,256GB SSD,Intel UHD,Windows,1.56,104900,26495
HP,Ultrabook,14,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.54,188721,22888
Dell,Gaming,17.3,1920x1080,Intel Core i7,32,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,4.42,280000,26433
Dell,Ultrabook,14,2560x1440,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.5,196298,25489
Dell,2 in 1 Convertible,13.3,3200x1800,Intel Core i7,16,512GB SSD,Intel HD,Windows,1.22,189900,28836
Dell,Ultrabook,13.3,3200x1800,Intel Core i7,8,256GB SSD,Intel Iris,Windows,1.23,137900,34952
HP,Ultrabook,14,1920x1080,Intel Core i7,8,512GB SSD,Intel HD,Windows,1.54,187000,33132
Dell,Notebook,15.6,1366x768,Intel Core i7,8,1TB HDD,AMD Radeon,Linux,2.3,80599,31789
HP,Workstation,17.3,1920x1080,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows,3,394940,35472
Dell,Notebook,15.6,1366x768,Intel Core i7,8,1TB HDD,AMD Radeon,Windows,2.36,74900,31761
Dell,Notebook,15.6,1366x768,Intel Core i7,8,1TB HDD,AMD Radeon,Linux,2.3,80599,30378
Dell,Gaming,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows,2.62,119900,27811
HP,Notebook,15.6,1366x768,Intel Core i7,6,1TB HDD,AMD Radeon,Windows,2.19,76400,30137
HP,Notebook,14,1920x1080,Intel Core i7,8,1TB SSD,Intel HD,Windows,1.48,174900,35657
Dell,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows,2.18,100990,26820
HP,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,AMD Radeon,Windows,2.1,74500,33566
Dell,Ultrabook,13.3,1920x1080,Intel Core i7,8,256GB SSD,Intel Iris,Windows,1.23,137900,33726
Asus,Ultrabook,14,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows,1.3,119300,29944
HP,Notebook,17.3,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows,2.5,104500,23194
HP,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,3.35,137900,32216
HP,Notebook,15.6,1366x768,Intel Core i7,8,1TB HDD,Intel HD,Windows,2.05,59800,26734
HP,Notebook,14,1920x1080,Intel Core i7,8,256GB SSD,Intel UHD,Windows,1.63,98800,30165
HP,Notebook,15.6,1366x768,Intel Core i7,6,1TB HDD,AMD Radeon,Windows,2.19,76400,25014
Dell,Gaming,15.6,1920x1080,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows,2.56,124926,35462
Dell,Ultrabook,13.3,3200x1800,Intel Core i7,16,512GB SSD,Intel HD,Windows,1.2,268000,26340
HP,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows,2.04,90000,22985
Dell,Gaming,15.6,1920x1080,Intel Core i7,8,1TB Hybrid,Nvidia GeForce,Windows,2.62,89900,24188
HP,Notebook,13.3,1920x1080,Intel Core i7,16,512GB SSD,Intel UHD,Windows,1.49,119700,33736
Dell,Gaming,17.3,3840x2160,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows,4.36,315400,32909
Dell,2 in 1 Convertible,13.3,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.62,79801,29742
HP,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows,2.04,101899,22634
HP,Notebook,14,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.43,222900,30551
HP,Ultrabook,14,1920x1080,Intel Core i7,8,512GB SSD,Intel HD,Windows,1.54,146800,33978
Dell,Ultrabook,15.6,1920x1080,Intel Core i7,8,256GB SSD +  256GB SSD,Intel UHD,Windows,1.88,129800,22039
Dell,Ultrabook,13.3,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.29,145800,22428
HP,Workstation,15.6,1920x1080,Intel Core i7,8,8GB SSD,Nvidia Quadro,Windows,2,224900,27535
Lenovo,2 in 1 Convertible,14,1920x1080,Intel Core i7,4,128GB SSD,Intel HD,Windows,1.8,63800,26078
HP,Ultrabook,14,1920x1080,Intel Core i7,8,512GB SSD,Intel HD,Windows,1.48,208900,23416
Dell,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.16,113033,28579
Dell,Notebook,15.6,1920x1080,Intel Core i7,16,256GB SSD,AMD Radeon,Linux,2.36,89900,22071
Dell,Notebook,15.6,1366x768,Intel Core i7,8,1TB HDD,AMD Radeon,Linux,2.3,80599,27929
HP,Ultrabook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.91,65900,26113
Dell,2 in 1 Convertible,13.3,1920x1080,Intel Core i7,8,256GB SSD,Intel UHD,Windows,1.62,86901,32006
HP,Ultrabook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.84,75200,34587
Dell,Notebook,15.6,1920x1080,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows,2.06,189900,30120
HP,Ultrabook,12.5,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.26,133500,26540
HP,Workstation,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows,2.59,156100,25007
HP,Gaming,17.3,1920x1080,Intel Core i7,12,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,3.35,199900,24842
Dell,Notebook,15.6,1920x1080,Intel Core i7,8,128GB SSD +  2TB HDD,AMD Radeon,Windows,2.02,97090,28219
HP,Notebook,15.6,1366x768,Intel Core i7,8,2TB HDD,Intel HD,Windows,2.04,62900,31279
Dell,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,AMD Radeon,Windows,2.2,87000,23499
HP,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,AMD FirePro,Windows,1.9,126900,25659
Dell,Notebook,17.3,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,AMD Radeon,Windows,2.8,114200,29834
HP,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,2.31,142700,28634
HP,Ultrabook,13.3,3200x1800,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.39,114900,33868
HP,Ultrabook,15.6,1920x1080,Intel Core i7,8,256GB SSD,AMD Radeon,Windows,1.84,129699,22857
Dell,2 in 1 Convertible,15.6,1920x1080,Intel Core i7,12,512GB SSD,Intel HD,Windows,2.19,129900,32650
HP,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,3.78,149800,27722
HP,Ultrabook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows,1.83,69900,34755
HP,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.84,121900,25694
Dell,2 in 1 Convertible,17.3,1920x1080,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows,2.77,179900,35664
HP,Ultrabook,14,2560x1440,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.54,219819,24882
Dell,Notebook,17.3,1920x1080,Intel Core i7,16,256GB SSD +  2TB HDD,AMD Radeon,Windows,2.8,139600,28832
HP,2 in 1 Convertible,13.3,3840x2160,Intel Core i7,8,512GB SSD,Intel UHD,Windows,1.29,199900,24787
HP,Gaming,17.3,1920x1080,Intel Core i7,12,1TB HDD,Nvidia GeForce,Windows,3.78,169900,35882
HP,Ultrabook,15.6,1920x1080,Intel Core i7,8,512GB SSD,Intel HD,Windows,1.84,138900,26482
HP,2 in 1 Convertible,13.3,2560x1440,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.48,179900,26300
Dell,Ultrabook,13.3,3200x1800,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.29,147700,34463
HP,2 in 1 Convertible,13.3,3200x1800,Intel Core i7,16,256GB SSD,Intel HD,Windows,1.42,139900,27287
HP,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.84,122899,28436
Dell,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.56,106049,34766
Dell,Gaming,15.6,3840x2160,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,3.21,132900,24026
Lenovo,Ultrabook,14,1920x1080,Intel Core i7,12,512GB SSD,Intel HD,Windows,1.4,229900,24124
HP,Workstation,17.3,1920x1080,Intel Core i7,8,500GB HDD,Nvidia Quadro,Windows,3.14,190799,29605
Lenovo,Notebook,15.6,1920x1080,Intel Core i7,8,1TB Hybrid,AMD Radeon,Windows,2.32,89500,32493
Dell,Gaming,15.6,1920x1080,Intel Core i7,16,1TB HDD,Nvidia GeForce,Windows,2.59,87901,23974
Dell,Notebook,15.6,3840x2160,Intel Core i7,16,1TB SSD,Nvidia GeForce,Windows,2.06,239900,28859
HP,Ultrabook,13.3,3200x1800,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.34,114500,32424
HP,Notebook,14,1920x1080,Intel Core i7,8,512GB SSD,Intel UHD,Windows,1.63,108400,31832
Dell,Ultrabook,13.3,3200x1800,Intel Core i7,16,512GB SSD,Intel Iris,Windows,1.29,224000,32086
Dell,Workstation,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia Quadro,Windows,2.23,177800,27886
HP,Notebook,14,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows,1.63,103100,29167
Dell,2 in 1 Convertible,15.6,1920x1080,Intel Core i7,16,512GB SSD,Intel UHD,Windows,2,128500,22612
HP,Ultrabook,13.3,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.32,139900,32555
Dell,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,AMD Radeon,Windows,2.2,74500,25989
Dell,Gaming,15.6,3840x2160,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.65,184500,29557
HP,Notebook,17.3,1920x1080,Intel Core i7,16,1TB HDD,Nvidia GeForce,Windows,2.9,105900,29572
Dell,Notebook,17.3,1920x1080,Intel Core i7,16,256GB SSD +  2TB HDD,AMD Radeon,Windows,2.8,129900,25998
Dell,Notebook,15.6,1920x1080,Intel Core i7,16,256GB SSD,Nvidia GeForce,Windows,1.93,153739,25452
Dell,Notebook,15.6,1920x1080,Intel Core i7,16,256GB SSD +  2TB HDD,AMD Radeon,Windows,2.2,121924,28858
HP,2 in 1 Convertible,13.3,1920x1080,Intel Core i7,16,256GB SSD,Intel HD,Windows,1.28,197500,23316
HP,Gaming,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows,2.62,89900,23969
Dell,Workstation,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows,2.06,176300,24715
Dell,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,3.49,281375,24110
Dell,2 in 1 Convertible,13.3,1920x1080,Intel Core i7,8,1TB HDD,Intel UHD,Windows,1.62,83900,34803
HP,Notebook,15.6,1920x1080,Intel Core i7,4,500GB HDD,AMD Radeon,Windows,2.1,68900,34722
Dell,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,AMD Radeon,Windows,2.2,91900,33316
HP,Workstation,15.6,1920x1080,Intel Core i7,8,512GB SSD,Intel HD,Windows,2.31,153400,25208
Dell,Gaming,17.3,3840x2160,Intel Core i7,32,512GB SSD +  1TB HDD,Nvidia GeForce,Windows,4.42,314737,34734
HP,Ultrabook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.88,217172,29643
Dell,Notebook,15.6,1920x1080,Intel Core i7,16,256GB SSD +  2TB HDD,AMD Radeon,Windows,2.2,113500,33502
HP,Notebook,15.6,1920x1080,Intel Core i7,12,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.21,132700,33009
HP,Notebook,17.3,1920x1080,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows,2.5,127100,24479
Dell,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,AMD Radeon,Windows,2.13,76780,33819
Dell,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows,2,182000,25759
Lenovo,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.5,118900,33605
Dell,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.62,147900,24800
HP,Notebook,17.3,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows,2.5,101800,26481
Lenovo,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Intel UHD,Windows,2.05,88000,31075
Dell,Ultrabook,13.3,1920x1080,Intel Core i7,8,256GB SSD,Intel UHD,Windows,1.2,144900,29887
HP,Notebook,15.6,1920x1080,Intel Core i7,16,512GB SSD,Intel UHD,Windows,2.1,115900,31114
Lenovo,2 in 1 Convertible,13.3,3200x1800,Intel Core i7,16,512GB SSD,Intel HD,Windows,1.3,149900,31012
HP,Notebook,15.6,1920x1080,Intel Core i7,6,1TB HDD,Nvidia GeForce,Windows,2.18,79900,32590
HP,Notebook,13.3,1920x1080,Intel Core i7,8,512GB SSD,Intel UHD,Windows,1.49,110300,29451
Dell,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,AMD Radeon,Linux,2.2,74901,24860
HP,Workstation,15.6,1920x1080,Intel Core i7,16,256GB SSD,Nvidia Quadro,Windows,2.6,241900,27299
HP,Notebook,17.3,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows,2.63,120000,30559
HP,Ultrabook,12.5,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.26,229695,30696
LG,Ultrabook,15.6,1920x1080,Intel Core i7,8,512GB SSD,Intel HD,Windows,1.09,229900,24237
HP,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.96,67900,27452
Dell,Gaming,17.3,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,4.42,301277,33629
HP,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.2,109900,22583
Dell,Ultrabook,13.3,3200x1800,Intel Core i7,8,256GB SSD,Intel UHD,Windows,1.2,139900,28459
HP,Workstation,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows,2,189900,31098
Dell,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,AMD Radeon,Linux,2.2,59990,27080
Lenovo,2 in 1 Convertible,14,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.8,166900,22768
Dell,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,4.42,269900,34271
Lenovo,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows,2.6,89900,30830
Dell,Ultrabook,13.3,1920x1080,Intel Core i7,8,256GB SSD,AMD Radeon,Windows,1.4,93188,34151
Huawei,Ultrabook,13,2160x1440,Intel Core i7,8,512GB SSD,Intel HD,Windows,1.05,149900,34775
LG,Ultrabook,14,1920x1080,Intel Core i7,8,512GB SSD,Intel HD,Windows,0.98,189900,28358
LG,Ultrabook,15.6,1920x1080,Intel Core i7,16,512GB SSD,Intel HD,Windows,1.08,209900,23585
Dell,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows,1.93,136900,24895
Dell,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.65,149900,29168
Dell,Notebook,15.6,1920x1080,Intel Core i7,16,2TB HDD,AMD Radeon,Windows,2.32,98999,26077
HP,2 in 1 Convertible,13.3,2560x1440,Intel Core i7,8,512GB SSD,Intel HD,Windows,1.48,204100,34791
HP,Notebook,17.3,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows,2.63,128000,24054
HP,Notebook,15.6,1366x768,Intel Core i7,6,1TB HDD,AMD Radeon,Windows,2.19,76400,28682
Lenovo,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB Hybrid,Nvidia GeForce,Windows,4.6,274999,22662
Lenovo,2 in 1 Convertible,14,1920x1080,Intel Core i7,4,128GB SSD,Intel HD,Windows,1.8,63800,30604
Dell,Notebook,15.6,3840x2160,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows,2.06,239700,34273
Dell,Notebook,17.3,1920x1080,Intel Core i7,8,1TB HDD,AMD Radeon,Linux,2.83,86500,27740
Lenovo,Notebook,15.6,1920x1080,Intel Core i7,16,1TB Hybrid,AMD Radeon,Windows,2.5,109900,33411
Lenovo,2 in 1 Convertible,13.9,3840x2160,Intel Core i7,16,512GB SSD,Intel UHD,Windows,1.4,209900,23198
Dell,Gaming,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows,2.62,109900,32837
Lenovo,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows,2.6,89900,28007
Lenovo,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows,2.6,89900,30083
